season,week,game_id,away_team,home_team,actual_away,actual_home,projected_away,projected_home,projected_margin,projected_total,fbs_fbs,data_confidence,market,line,pick_side,edge,result
2025,1,401760358,Central Michigan,San José State,16.0,14.0,17.488,29.85,12.362,47.338,True,44.0,Under,50.5,UNDER,3.1623703172576896,W
2025,1,401760359,Bucknell,Air Force,13.0,49.0,20.801,35.973,15.172,56.774,False,44.0,Spread,-30.5,AWAY,15.32813808567127,L
2025,1,401760359,Bucknell,Air Force,13.0,49.0,20.801,35.973,15.172,56.774,False,44.0,Over,53.5,OVER,3.274252586368206,W
2025,1,401760361,Georgia Southern,Fresno State,14.0,42.0,24.022,28.466,4.445,52.488,True,44.0,Spread,-2.5,HOME,1.944904328143032,W
2025,1,401760361,Georgia Southern,Fresno State,14.0,42.0,24.022,28.466,4.445,52.488,True,44.0,Under,54.5,UNDER,2.01206451870749,L
2025,1,401760371,Idaho State,UNLV,31.0,38.0,14.112,53.162,39.05,67.273,False,44.0,Spread,-30.5,HOME,8.550074340230921,L
2025,1,401760371,Idaho State,UNLV,31.0,38.0,14.112,53.162,39.05,67.273,False,44.0,Under,67.5,UNDER,0.22650516961387268,L
2025,1,401761588,Saint Francis,UL Monroe,0.0,29.0,11.156,31.963,20.806,43.119,False,44.0,Spread,-30.5,AWAY,9.693684496365037,W
2025,1,401761588,Saint Francis,UL Monroe,0.0,29.0,11.156,31.963,20.806,43.119,False,44.0,Under,47.5,UNDER,4.381218229824071,W
2025,1,401761589,App State,Charlotte,34.0,11.0,35.307,32.913,-2.394,68.219,True,44.0,Spread,8.5,HOME,6.105843327311561,L
2025,1,401761589,App State,Charlotte,34.0,11.0,35.307,32.913,-2.394,68.219,True,44.0,Over,53.5,OVER,14.719329805922342,L
2025,1,401761590,Weber State,James Madison,10.0,45.0,6.349,38.497,32.148,44.846,False,44.0,Spread,-27.5,HOME,4.6482090869589,W
2025,1,401761590,Weber State,James Madison,10.0,45.0,6.349,38.497,32.148,44.846,False,44.0,Under,54.5,UNDER,9.65375712303873,L
2025,1,401761591,Southeast Missouri State,Arkansas State,24.0,42.0,17.156,33.528,16.372,50.684,False,44.0,Spread,-15.5,HOME,0.8718485479133378,W
2025,1,401761591,Southeast Missouri State,Arkansas State,24.0,42.0,17.156,33.528,16.372,50.684,False,44.0,Under,59.5,UNDER,8.815924030098394,L
2025,1,401761592,Rice,Louisiana,14.0,12.0,20.993,34.039,13.046,55.032,True,44.0,Spread,-14.5,AWAY,1.4543444740354552,W
2025,1,401761592,Rice,Louisiana,14.0,12.0,20.993,34.039,13.046,55.032,True,44.0,Over,49.5,OVER,5.531990705159984,L
2025,1,401761593,Morgan State,South Alabama,21.0,38.0,15.698,31.498,15.8,47.196,False,44.0,Spread,-28.5,AWAY,12.700077383722006,W
2025,1,401761593,Morgan State,South Alabama,21.0,38.0,15.698,31.498,15.8,47.196,False,44.0,Under,50.5,UNDER,3.3035317684549312,L
2025,1,401761594,Eastern Michigan,Texas State,27.0,52.0,21.844,41.279,19.434,63.123,True,44.0,Spread,-14.0,HOME,5.434477770571949,W
2025,1,401761594,Eastern Michigan,Texas State,27.0,52.0,21.844,41.279,19.434,63.123,True,44.0,Over,58.5,OVER,4.6225779344466815,W
2025,1,401761595,Nicholls,Troy,20.0,38.0,17.042,26.135,9.092,43.177,False,44.0,Spread,-16.5,AWAY,7.407565056268986,L
2025,1,401761595,Nicholls,Troy,20.0,38.0,17.042,26.135,9.092,43.177,False,44.0,Under,46.5,UNDER,3.3234015173271203,L
2025,1,401762430,Alabama State,UAB,42.0,52.0,31.599,32.893,1.294,64.491,False,44.0,Spread,-21.5,AWAY,20.206289322895728,W
2025,1,401762430,Alabama State,UAB,42.0,52.0,31.599,32.893,1.294,64.491,False,44.0,Over,53.5,OVER,10.9913366726244,W
2025,1,401762432,Tarleton State,Army,30.0,27.0,11.144,51.136,39.992,62.28,False,44.0,Spread,-14.5,HOME,25.492433880375252,L
2025,1,401762432,Tarleton State,Army,30.0,27.0,11.144,51.136,39.992,62.28,False,44.0,Over,47.5,OVER,14.779620035611565,W
2025,1,401762433,Chattanooga,Memphis,10.0,45.0,12.807,42.491,29.683,55.298,False,44.0,Spread,-30.5,AWAY,0.8165880151359666,L
2025,1,401762433,Chattanooga,Memphis,10.0,45.0,12.807,42.491,29.683,55.298,False,44.0,Under,55.5,UNDER,0.2021999236996379,W
2025,1,401762434,VMI,Navy,7.0,52.0,8.41,53.953,45.544,62.363,False,44.0,Spread,-42.5,HOME,3.0437713759513514,W
2025,1,401762434,VMI,Navy,7.0,52.0,8.41,53.953,45.544,62.363,False,44.0,Over,54.5,OVER,7.8629464659924935,W
2025,1,401762435,Lamar,North Texas,0.0,51.0,32.866,35.717,2.851,68.582,False,44.0,Spread,-27.5,AWAY,24.649228203086764,L
2025,1,401762435,Lamar,North Texas,0.0,51.0,32.866,35.717,2.851,68.582,False,44.0,Over,62.5,OVER,6.082435599665786,L
2025,1,401762456,Temple,Massachusetts,42.0,10.0,25.158,29.956,4.798,55.115,True,44.0,Spread,3.0,HOME,7.798004523284561,L
2025,1,401762456,Temple,Massachusetts,42.0,10.0,25.158,29.956,4.798,55.115,True,44.0,Over,51.5,OVER,3.6148410184269437,W
2025,1,401762457,Abilene Christian,Tulsa,7.0,35.0,58.764,33.748,-25.015,92.512,False,44.0,Spread,-5.5,AWAY,30.5153493824037,L
2025,1,401762457,Abilene Christian,Tulsa,7.0,35.0,58.764,33.748,-25.015,92.512,False,44.0,Over,59.5,OVER,33.01226161100095,L
2025,1,401762522,Boise State,South Florida,7.0,34.0,36.898,29.033,-7.864,65.931,True,44.0,Spread,8.5,HOME,0.6355321649043333,W
